,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),System Load (kW),Current (A),Dust and Dirt Accumulation (g/m²),Battery Low Flag,Customer Profile,Solar Irradiance (W/m²)
9117,34.30956525,132.6866071,0.504198328,0.22421229,,2.291810581,0.8,True,Commercial,442.2886902
9120,30.50860961,182.6284287,0.325679078,0.267617395,,1.480359447,0.803,True,Commercial,608.761429
9122,34.7072164,212.1320344,0.512898915,0.241876611,,2.331358706,0.805,True,Commercial,707.1067812
9125,32.10413385,249.4408837,0.492525594,0.296994919,,2.238752701,0.808,True,Commercial,831.4696123
9127,34.66716079,269.0618225,0.214595084,0.375563509,,0.975432202,0.81,False,Commercial,896.8727415
9128,33.1282112,277.1638598,0.508765328,0.317663142,,2.312569673,0.811,False,Commercial,923.8795325
9129,33.86075597,284.0790388,0.585105454,0.242406538,,2.659570244,0.812,True,Commercial,946.9301295
9131,34.88431325,294.2355841,0.502412425,0.262806765,,2.28369284,0.814,True,Commercial,980.7852804
9133,30.74020314,299.357677,0.426259354,0.305439711,,1.937542519,0.816,False,Commercial,997.8589232
9134,31.8044182,300.0,0.20829156,0.328366821,,0.946779818,0.817,False,Commercial,1000.0
9135,32.1412931,299.357677,0.28805091,0.331193512,,1.309322318,0.818,False,Commercial,997.8589232
9136,30.54672005,297.4334584,0.389409064,0.308199611,,1.770041199,0.819,False,Commercial,991.4448614
9137,29.07540527,294.2355841,0.46743653,0.264899374,,2.124711501,0.82,True,Commercial,980.7852804
9139,34.34285925,284.0790388,0.384558632,0.312223913,,1.747993782,0.822,False,Commercial,946.9301295
9140,31.75986615,277.1638598,0.440937656,0.271280464,,2.004262072,0.823,True,Commercial,923.8795325
9142,33.39443829,259.8076211,0.504109066,0.277470558,,2.291404846,0.825,True,Commercial,866.0254038
9144,33.74375267,238.0060021,0.20320333,0.348531447,,0.923651499,0.827,False,Commercial,793.3533403
9145,32.37531394,225.5519422,0.380356991,0.309830185,,1.728895413,0.828,False,Commercial,751.8398075
9146,29.71394573,212.1320344,0.485233673,0.241554775,,2.205607607,0.829,True,Commercial,707.1067812
9149,29.96411403,166.6710699,0.29042813,0.305723554,,1.320127864,0.832,False,Commercial,555.570233
9150,29.85245854,150.0,0.431712691,0.235295381,,1.962330413,0.833,True,Commercial,500.0
9154,34.15756607,77.64571353,0.262465727,0.275071247,,1.193026032,0.837,True,Commercial,258.8190451
9158,31.76327147,3.67e-14,0.296568937,0.230255486,,1.348040621,0.841,True,Commercial,1.22e-13
9212,31.22257987,114.8050297,0.593497124,0.2,,2.697714199,0.895,True,Commercial,382.6834324
9216,32.38150388,182.6284287,0.547928835,0.221014318,,2.490585613,0.899,True,Commercial,608.761429
9219,34.5271896,225.5519422,0.541981085,0.244390977,,2.463550386,0.902,True,Commercial,751.8398075
9221,34.97893227,249.4408837,0.236903709,0.307026771,,1.07683504,0.904,False,Commercial,831.4696123
9222,29.35525145,259.8076211,0.32098785,0.291731714,,1.459035681,0.905,True,Commercial,866.0254038
9224,30.34975024,277.1638598,0.204160903,0.377247909,,0.928004104,0.907,False,Commercial,923.8795325
9225,31.8686643,284.0790388,0.242497554,0.38764328,,1.102261611,0.908,False,Commercial,946.9301295
9226,33.72972626,289.7777479,0.525040487,0.328827595,,2.386547667,0.909,False,Commercial,965.9258263
9227,33.07604467,294.2355841,0.598526327,0.252754909,,2.720574216,0.91,True,Commercial,980.7852804
9229,30.98722922,299.357677,0.49365603,0.278538686,,2.243891045,0.912,True,Commercial,997.8589232
9231,29.60646992,299.357677,0.589960654,0.280887941,,2.681639337,0.914,True,Commercial,997.8589232
9233,29.59272624,294.2355841,0.218217896,0.374250728,,0.991899529,0.916,False,Commercial,980.7852804
9234,31.46625166,289.7777479,0.571807681,0.303743244,,2.599125825,0.917,False,Commercial,965.9258263
9235,31.01413896,284.0790388,0.339298993,0.289938256,,1.542268151,0.918,True,Commercial,946.9301295
9237,29.62856173,269.0618225,0.257535662,0.362110761,,1.170616648,0.92,False,Commercial,896.8727415
9238,32.76789509,259.8076211,0.207380292,0.375217593,,0.94263769,0.921,False,Commercial,866.0254038
9239,31.08623418,249.4408837,0.550982262,0.299832249,,2.504464826,0.922,True,Commercial,831.4696123
9241,30.73426178,225.5519422,0.432988625,0.307474578,,1.968130116,0.924,False,Commercial,751.8398075
9242,33.05112253,212.1320344,0.460099668,0.24548267,,2.091362127,0.925,True,Commercial,707.1067812
9245,33.03163145,166.6710699,0.418277539,0.277689096,,1.901261539,0.928,True,Commercial,555.570233
9247,34.41872901,132.6866071,0.251983739,0.285364813,,1.145380631,0.93,True,Commercial,442.2886902
9249,31.88907267,96.43183959,0.461756112,0.222735003,,2.098891416,0.932,True,Commercial,321.4394653
9306,32.11194072,77.64571353,0.205322124,0.268880275,,0.933282382,0.989,True,Commercial,258.8190451
9309,31.3659295,132.6866071,0.369452553,0.262498006,,1.679329786,0.992,True,Commercial,442.2886902
9312,32.96029832,182.6284287,0.50102919,0.262065583,,2.27740541,0.995,True,Commercial,608.761429
9314,30.68827609,212.1320344,0.480003485,0.244548656,,2.181834022,0.997,True,Commercial,707.1067812
9316,32.26364576,238.0060021,0.457011053,0.246185379,,2.077322966,0.999,True,Commercial,793.3533403
9318,29.3078199,259.8076211,0.585915089,0.227018733,,2.663250405,1.001,True,Commercial,866.0254038
9321,30.07689265,284.0790388,0.295631045,0.360687152,,1.343777475,1.004,False,Commercial,946.9301295
9322,29.07362743,289.7777479,0.420184363,0.328085498,,1.909928925,1.005,False,Commercial,965.9258263
9323,34.92933319,294.2355841,0.351974485,0.313650773,,1.599884024,1.006,False,Commercial,980.7852804
9324,32.68594414,297.4334584,0.287212528,0.316206006,,1.305511491,1.007,False,Commercial,991.4448614
9325,34.99826222,299.357677,0.415596511,0.287146297,,1.889075049,1.008,True,Commercial,997.8589232
9327,34.5400097,299.357677,0.405109911,0.335708239,,1.841408685,1.01,False,Commercial,997.8589232
9328,34.19227102,297.4334584,0.428504245,0.302940542,,1.947746569,1.011,False,Commercial,991.4448614
9329,31.18813738,294.2355841,0.568146669,0.234462771,,2.58248486,1.012,True,Commercial,980.7852804
9331,33.40881826,284.0790388,0.387483258,0.281056153,,1.761287535,1.014,True,Commercial,946.9301295
9333,32.33781816,269.0618225,0.330101772,0.335087131,,1.5004626,1.016,False,Commercial,896.8727415
9334,29.75712225,259.8076211,0.211727535,0.347107152,,0.962397888,1.017,False,Commercial,866.0254038
9335,30.98457445,249.4408837,0.32694964,0.327729963,,1.486134728,1.018,False,Commercial,831.4696123
9336,33.02969591,238.0060021,0.426534109,0.280597936,,1.938791403,1.019,True,Commercial,793.3533403
9338,29.7768895,212.1320344,0.548488892,0.252896707,,2.493131329,1.021,True,Commercial,707.1067812
9340,29.25450283,182.6284287,0.460919056,0.232774987,,2.09508662,1.023,True,Commercial,608.761429
9343,34.39447358,132.6866071,0.436231494,0.236056532,,1.982870428,1.026,True,Commercial,442.2886902
9347,30.33266697,58.5270966,0.372874007,0.22969045,,1.694881851,1.03,True,Commercial,195.090322
9404,33.41985428,114.8050297,0.204384723,0.294836088,,0.929021469,1.087,True,Commercial,382.6834324
9406,34.82013113,150.0,0.423301876,0.25968227,,1.924099438,1.089,True,Commercial,500.0
9408,29.96949493,182.6284287,0.377624905,0.252600919,,1.716476842,1.091,True,Commercial,608.761429
9410,30.09612023,212.1320344,0.503807794,0.229132915,,2.290035429,1.093,True,Commercial,707.1067812
9413,29.6382202,249.4408837,0.510880201,0.279662572,,2.32218273,1.096,True,Commercial,831.4696123
9415,29.31853167,269.0618225,0.348757075,0.324690664,,1.58525943,1.098,False,Commercial,896.8727415
9416,31.87680819,277.1638598,0.347171827,0.307188672,,1.578053758,1.099,False,Commercial,923.8795325
9417,33.50598723,284.0790388,0.439637411,0.268299079,,1.998351866,1.1,True,Commercial,946.9301295
9419,34.81728529,294.2355841,0.407744249,0.31236635,,1.853382952,1.102,False,Commercial,980.7852804
9420,30.06040146,297.4334584,0.436201327,0.277674383,,1.982733303,1.103,True,Commercial,991.4448614
9422,30.02718307,300.0,0.369291732,0.335190869,,1.67859878,1.105,False,Commercial,1000.0
9423,31.50612221,299.357677,0.520397728,0.279930857,,2.365444217,1.106,True,Commercial,997.8589232
9425,31.46522529,294.2355841,0.381501643,0.332472706,,1.734098379,1.108,False,Commercial,980.7852804
9426,29.94800011,289.7777479,0.598203027,0.255366387,,2.719104667,1.109,True,Commercial,965.9258263
9428,33.42904488,277.1638598,0.216613653,0.341523698,,0.984607513,1.111,False,Commercial,923.8795325
9429,34.19554371,269.0618225,0.302546275,0.333152585,,1.375210343,1.112,False,Commercial,896.8727415
9430,32.32972152,259.8076211,0.432800479,0.28990437,,1.967274907,1.113,True,Commercial,866.0254038
9432,33.44623578,238.0060021,0.411234257,0.308957527,,1.869246624,1.115,False,Commercial,793.3533403
9433,31.18028895,225.5519422,0.479985237,0.245349204,,2.181751078,1.116,True,Commercial,751.8398075
9436,31.60796884,182.6284287,0.360199449,0.303440393,,1.63727022,1.119,False,Commercial,608.761429
9437,32.52637027,166.6710699,0.214607456,0.291456297,,0.975488437,1.12,True,Commercial,555.570233
9439,30.76993847,132.6866071,0.50145673,0.236763766,,2.279348773,1.122,True,Commercial,442.2886902
9443,31.42276562,58.5270966,0.264368405,0.257524085,,1.201674567,1.126,True,Commercial,195.090322
9498,29.52274234,77.64571353,0.418797399,0.216257336,,1.90362454,1.181,True,Commercial,258.8190451
9502,31.31505242,150.0,0.4444819,0.22861773,,2.020372272,1.185,True,Commercial,500.0
9505,33.9173012,197.8037445,0.580106947,0.220366804,,2.636849761,1.188,True,Commercial,659.3458151
9508,34.41768136,238.0060021,0.516068389,0.260272201,,2.345765406,1.191,True,Commercial,793.3533403
9510,33.95338155,259.8076211,0.406005203,0.286083027,,1.845478197,1.193,True,Commercial,866.0254038
9512,29.50356028,277.1638598,0.567075217,0.280870643,,2.577614624,1.195,True,Commercial,923.8795325
9514,30.80386187,289.7777479,0.465459401,0.307969989,,2.115724549,1.197,False,Commercial,965.9258263
9515,32.89305232,294.2355841,0.317811591,0.302075988,,1.44459814,1.198,False,Commercial,980.7852804
9516,29.09725135,297.4334584,0.245444715,0.315073173,,1.115657797,1.199,False,Commercial,991.4448614
9517,32.66618618,299.357677,0.313543843,0.311526632,,1.425199287,1.2,False,Commercial,997.8589232
9518,31.3540519,300.0,0.572095937,0.243502648,,2.600436076,1.201,True,Commercial,1000.0
9520,31.37924311,297.4334584,0.572965221,0.249459126,,2.604387367,1.203,True,Commercial,991.4448614
9522,30.84879884,289.7777479,0.479491548,0.275589572,,2.179507038,1.205,True,Commercial,965.9258263
9524,30.30023088,277.1638598,0.3672889,0.324078072,,1.669495,1.207,False,Commercial,923.8795325
9525,30.81650284,269.0618225,0.41656909,0.287201255,,1.893495863,1.208,True,Commercial,896.8727415
9527,29.11235134,249.4408837,0.52328415,0.283692344,,2.378564317,1.21,True,Commercial,831.4696123
9529,34.43682775,225.5519422,0.328489293,0.317459507,,1.493133151,1.212,False,Commercial,751.8398075
9530,34.28304838,212.1320344,0.200917815,0.320263062,,0.913262795,1.213,False,Commercial,707.1067812
9531,33.63846156,197.8037445,0.394187344,0.271167162,,1.791760653,1.214,True,Commercial,659.3458151
9533,34.78944095,166.6710699,0.46922595,0.241185549,,2.132845228,1.216,True,Commercial,555.570233
9536,29.03023107,114.8050297,0.350597015,0.252909204,,1.593622795,1.219,True,Commercial,382.6834324
9540,31.25495955,39.15785767,0.319129475,0.241067462,,1.450588525,1.223,True,Commercial,130.5261922
9596,29.0847299,114.8050297,0.456216741,0.233465631,,2.073712461,1.279,True,Commercial,382.6834324
9599,30.39314169,166.6710699,0.299253824,0.270991594,,1.360244656,1.282,True,Commercial,555.570233
9601,31.80243887,197.8037445,0.432569162,0.257957347,,1.966223463,1.284,True,Commercial,659.3458151
9603,31.5398882,225.5519422,0.38994316,0.269892551,,1.772468907,1.286,True,Commercial,751.8398075
9605,29.08801771,249.4408837,0.265285487,0.325432901,,1.205843121,1.288,False,Commercial,831.4696123
9606,29.54896506,259.8076211,0.596998751,0.241135118,,2.713630687,1.289,True,Commercial,866.0254038
9608,31.32938095,277.1638598,0.356237999,0.288632039,,1.619263632,1.291,True,Commercial,923.8795325
9610,33.31042881,289.7777479,0.543280778,0.296276041,,2.46945808,1.293,True,Commercial,965.9258263
9612,30.16036563,297.4334584,0.587558494,0.297303678,,2.670720429,1.295,True,Commercial,991.4448614
9614,32.3061341,300.0,0.400774162,0.346949557,,1.821700735,1.297,False,Commercial,1000.0
9615,29.25992824,299.357677,0.572744366,0.278602885,,2.603383481,1.298,True,Commercial,997.8589232
9617,31.40828869,294.2355841,0.388478693,0.329400472,,1.765812242,1.3,False,Commercial,980.7852804
9618,29.86526502,289.7777479,0.488052835,0.2798317,,2.218421976,1.301,True,Commercial,965.9258263
9620,30.41822831,277.1638598,0.491999523,0.297142544,,2.236361467,1.303,True,Commercial,923.8795325
9622,29.5453761,259.8076211,0.518758251,0.299670343,,2.357992051,1.305,True,Commercial,866.0254038
9624,30.04810244,238.0060021,0.388766188,0.324340517,,1.767119035,1.307,False,Commercial,793.3533403
9625,31.64498778,225.5519422,0.348006719,0.293726823,,1.581848724,1.308,True,Commercial,751.8398075
9627,29.51106658,197.8037445,0.447716543,0.284281632,,2.035075194,1.31,True,Commercial,659.3458151
9629,30.00054929,166.6710699,0.278434016,0.301998002,,1.265609164,1.312,False,Commercial,555.570233
9630,29.56091081,150.0,0.219683658,0.284577088,,0.998562083,1.313,True,Commercial,500.0
9632,34.96165672,114.8050297,0.404335613,0.245366094,,1.83788915,1.315,True,Commercial,382.6834324
9636,33.03124643,39.15785767,0.392076896,0.215287497,,1.78216771,1.319,True,Commercial,130.5261922
9693,33.33799113,132.6866071,0.26125337,0.28959816,,1.187515319,1.376,True,Commercial,442.2886902
9695,34.93046447,166.6710699,0.593083205,0.220495126,,2.695832751,1.378,True,Commercial,555.570233
9698,34.04784161,212.1320344,0.369041089,0.276375905,,1.677459494,1.381,True,Commercial,707.1067812
9700,33.33016994,238.0060021,0.488879096,0.270045617,,2.222177711,1.383,True,Commercial,793.3533403
9702,32.47419914,259.8076211,0.413816847,0.293903532,,1.880985668,1.385,True,Commercial,866.0254038
9704,30.06259027,277.1638598,0.293642408,0.35704935,,1.33473822,1.387,False,Commercial,923.8795325
9705,31.67285814,284.0790388,0.400136953,0.328034872,,1.81880433,1.388,False,Commercial,946.9301295
9706,30.91347803,289.7777479,0.441491019,0.290106554,,2.00677736,1.389,True,Commercial,965.9258263
9708,30.05412906,297.4334584,0.430979068,0.330279048,,1.958995766,1.391,False,Commercial,991.4448614
9709,32.2930446,299.357677,0.209866233,0.352651909,,0.953937422,1.392,False,Commercial,997.8589232
9710,29.24189752,300.0,0.39032957,0.330069516,,1.774225319,1.393,False,Commercial,1000.0
9711,32.15437608,299.357677,0.454186351,0.291362348,,2.064483412,1.394,True,Commercial,997.8589232
9713,30.07783477,294.2355841,0.384769999,0.343087108,,1.748954541,1.396,False,Commercial,980.7852804
9714,33.92814164,289.7777479,0.218361969,0.360941053,,0.992554404,1.397,False,Commercial,965.9258263
9715,34.25281936,284.0790388,0.306886759,0.355239123,,1.394939814,1.398,False,Commercial,946.9301295
9716,30.06962651,277.1638598,0.375962751,0.3305394,,1.708921595,1.399,False,Commercial,923.8795325
9717,30.6328889,269.0618225,0.574680742,0.254134671,,2.61218519,1.4,True,Commercial,896.8727415
9719,30.11413219,249.4408837,0.512455487,0.253332925,,2.329343122,1.402,True,Commercial,831.4696123
9721,31.1063978,225.5519422,0.533990521,0.235724781,,2.427229639,1.404,True,Commercial,751.8398075
9724,32.35767515,182.6284287,0.504386416,0.257769229,,2.292665528,1.407,True,Commercial,608.761429
9727,30.38858209,132.6866071,0.332322724,0.287027967,,1.510557834,1.41,True,Commercial,442.2886902
9729,30.28063808,96.43183959,0.578013024,0.2,,2.627331929,1.412,True,Commercial,321.4394653
9788,34.36323689,114.8050297,0.51844558,0.220673626,,2.356570816,1.471,True,,382.6834324
9792,32.19509307,182.6284287,0.26284383,0.312959195,,1.194744684,1.475,False,,608.761429
9793,31.90878637,197.8037445,0.53065296,0.229746891,,2.412058908,1.476,True,,659.3458151
9796,32.85981117,238.0060021,0.462551096,0.283031611,,2.102504982,1.479,True,,793.3533403
9798,31.73317344,259.8076211,0.22750378,0.353467793,,1.034108089,1.481,False,,866.0254038
9799,29.3290142,269.0618225,0.373937579,0.327248854,,1.69971627,1.482,False,,896.8727415
9800,33.05513119,277.1638598,0.529864381,0.264073723,,2.408474457,1.483,True,,923.8795325
9802,31.93286681,289.7777479,0.21448647,0.353916303,,0.974938499,1.485,False,,965.9258263
9803,34.44045318,294.2355841,0.379792148,0.332527162,,1.726327944,1.486,False,,980.7852804
9804,32.6533072,297.4334584,0.572611344,0.26373269,,2.602778838,1.487,True,,991.4448614
9806,30.25204929,300.0,0.47590069,0.294596937,,2.163184955,1.489,True,,1000.0
9808,31.63439851,297.4334584,0.294310622,0.370217065,,1.337775555,1.491,False,,991.4448614
9809,29.66478965,294.2355841,0.210963897,0.391034987,,0.958926803,1.492,False,,980.7852804
9810,33.52505128,289.7777479,0.358272613,0.373911271,,1.628511877,1.493,False,,965.9258263
9811,30.18121757,284.0790388,0.406134025,0.343397524,,1.846063749,1.494,False,,946.9301295
9812,29.72331838,277.1638598,0.380142118,0.31765296,,1.727918717,1.495,False,,923.8795325
9813,33.17153641,269.0618225,0.528886732,0.252696732,,2.404030601,1.496,True,,896.8727415
9815,32.13888163,249.4408837,0.579211015,0.235206105,,2.632777343,1.498,True,,831.4696123
9818,34.14074428,212.1320344,0.49420389,0.280577627,,2.246381318,1.501,True,,707.1067812
9820,31.59222567,182.6284287,0.226207291,0.319133847,,1.028214958,1.503,False,,608.761429
9821,31.5689522,166.6710699,0.246461181,0.29918632,,1.120278096,1.504,True,,555.570233
9823,31.7435475,132.6866071,0.589808369,0.222405879,,2.68094713,1.506,True,,442.2886902
9828,34.19300373,39.15785767,0.486957342,0.2,,2.213442466,1.511,True,,130.5261922
9885,30.98425283,132.6866071,0.535578357,0.205729416,,2.434447078,1.568,True,,442.2886902
9889,30.39456995,197.8037445,0.200078432,0.329985619,,0.909447419,1.572,False,,659.3458151
9890,34.83230168,212.1320344,0.319189755,0.303221189,,1.450862521,1.573,False,,707.1067812
9891,31.49154216,225.5519422,0.551148057,0.22182216,,2.505218441,1.574,True,,751.8398075
9894,32.62596326,259.8076211,0.246296328,0.347061705,,1.119528763,1.577,False,,866.0254038
9895,33.46841699,269.0618225,0.38584879,0.317864963,,1.753858135,1.578,False,,896.8727415
9896,34.02736286,277.1638598,0.548372891,0.250062705,,2.49260405,1.579,True,,923.8795325
9898,33.03202769,289.7777479,0.404974444,0.292283291,,1.840792929,1.581,True,,965.9258263
9900,34.19142788,297.4334584,0.248282383,0.378129956,,1.128556286,1.583,False,,991.4448614
9901,34.71021959,299.357677,0.204878717,0.401749696,,0.931266895,1.584,False,,997.8589232
9902,31.94184804,300.0,0.329231863,0.39444173,,1.496508468,1.585,False,,1000.0
9903,34.40295056,299.357677,0.242080465,0.408761033,,1.100365752,1.586,False,,997.8589232
9904,34.03621898,297.4334584,0.452382893,0.370023674,,2.056285877,1.587,False,,991.4448614
9905,30.74867858,294.2355841,0.222604002,0.38793157,,1.011836375,1.588,False,,980.7852804
9906,34.96960705,289.7777479,0.467446888,0.343514285,,2.124758582,1.589,False,,965.9258263
9907,30.10511283,284.0790388,0.289550206,0.342146493,,1.3161373,1.59,False,,946.9301295
9908,31.49229771,277.1638598,0.314830306,0.332729881,,1.431046845,1.591,False,,923.8795325
9909,33.47050547,269.0618225,0.572364296,0.256904263,,2.60165589,1.592,True,,896.8727415
9911,31.02241373,249.4408837,0.544852563,0.248003248,,2.476602561,1.594,True,,831.4696123
9913,30.15387851,225.5519422,0.256791546,0.299694848,,1.167234298,1.596,True,,751.8398075
9915,29.10200485,197.8037445,0.589093218,0.254905488,,2.677696447,1.598,True,,659.3458151
9917,32.6941133,166.6710699,0.593336884,0.2,,2.696985836,1.6,True,,555.570233
9922,33.7715115,77.64571353,0.455043395,0.229131449,,2.068379067,1.605,True,,258.8190451
9979,31.78509021,96.43183959,0.498883108,0.206583007,,2.267650492,1.662,True,,321.4394653
9983,32.01005437,166.6710699,0.353877293,0.25915436,,1.60853315,1.666,True,,555.570233
9985,33.51193632,197.8037445,0.518497242,0.224638093,,2.356805644,1.668,True,,659.3458151
9988,29.47916995,238.0060021,0.248822202,0.331355037,,1.131010008,1.671,False,,793.3533403
9989,32.45984669,249.4408837,0.468134683,0.276681587,,2.127884924,1.672,True,,831.4696123
9991,29.91100458,269.0618225,0.551900139,0.270923913,,2.508636995,1.674,True,,896.8727415
9993,30.29171655,284.0790388,0.552314354,0.273156049,,2.510519791,1.676,True,,946.9301295
9995,29.63729737,294.2355841,0.343434291,0.33330081,,1.561064958,1.678,False,,980.7852804
9996,34.39685382,297.4334584,0.595826182,0.258702629,,2.70830083,1.679,True,,991.4448614
9998,34.9956792,300.0,0.564218026,0.267487542,,2.56462739,1.681,True,,1000.0
10000,31.03128715,297.4334584,0.402827986,0.315978329,,1.831036299,1.683,False,,991.4448614
10001,31.64828022,294.2355841,0.597799292,0.240087402,,2.717269509,1.684,True,,980.7852804
10003,32.6284161,284.0790388,0.584240137,0.237491564,,2.655636988,1.686,True,,946.9301295
10005,33.37373692,269.0618225,0.472743012,0.255862232,,2.148831872,1.688,True,,896.8727415
10007,34.50596665,249.4408837,0.596204252,0.234123295,,2.710019329,1.69,True,,831.4696123
10010,33.00080845,212.1320344,0.430962503,0.295305164,,1.958920469,1.693,True,,707.1067812
10012,33.49332787,182.6284287,0.546283999,0.253842208,,2.483109085,1.695,True,,608.761429
10015,33.63084081,132.6866071,0.38883426,0.268973062,,1.767428455,1.698,True,,442.2886902
10018,34.69194179,77.64571353,0.544495721,0.205069777,,2.474980548,1.701,True,,258.8190451
10076,29.95895159,114.8050297,0.258410817,0.271340665,,1.174594622,1.759,True,,382.6834324
10078,31.99125355,150.0,0.226256363,0.285448226,,1.028438015,1.761,True,,500.0
10080,34.70201826,182.6284287,0.204664555,0.321606962,,0.930293432,1.763,False,,608.761429
10081,30.03038165,197.8037445,0.225814194,0.31460435,,1.026428153,1.764,False,,659.3458151
10082,30.14104532,212.1320344,0.4560729,0.253619133,,2.073058636,1.765,True,,707.1067812
10084,29.71204307,238.0060021,0.311349493,0.291671246,,1.415224969,1.767,True,,793.3533403
10086,31.14319004,259.8076211,0.585570478,0.272590753,,2.661683991,1.769,True,,866.0254038
10088,34.37196012,277.1638598,0.462216685,0.293593002,,2.10098493,1.771,True,,923.8795325
10090,32.76913923,289.7777479,0.467891963,0.320084208,,2.126781651,1.773,False,,965.9258263
10091,30.1856654,294.2355841,0.566606823,0.251991398,,2.575485561,1.774,True,,980.7852804
10093,31.55933389,299.357677,0.422864743,0.295472997,,1.922112468,1.776,True,,997.8589232
10095,29.79600026,299.357677,0.389172187,0.348019369,,1.768964487,1.778,False,,997.8589232
10096,34.88173439,297.4334584,0.460371922,0.307284753,,2.092599647,1.779,False,,991.4448614
10097,33.21071172,294.2355841,0.396434953,0.281734911,,1.801977061,1.78,True,,980.7852804
10099,31.95859159,284.0790388,0.278644148,0.35553807,,1.266564309,1.782,False,,946.9301295
10100,29.16744469,277.1638598,0.433718133,0.316399502,,1.971446058,1.783,False,,923.8795325
10101,30.00499275,269.0618225,0.204695165,0.332491166,,0.93043257,1.784,False,,896.8727415
10102,31.96606619,259.8076211,0.301398152,0.322093534,,1.369991598,1.785,False,,866.0254038
10103,29.91930362,249.4408837,0.433046013,0.276192251,,1.96839097,1.786,True,,831.4696123
10105,31.91259787,225.5519422,0.330810701,0.309379062,,1.503685007,1.788,False,,751.8398075
10106,31.32795646,212.1320344,0.323255248,0.281598259,,1.469342034,1.789,True,,707.1067812
10108,33.13474967,182.6284287,0.358848128,0.28699427,,1.631127856,1.791,True,,608.761429
10110,29.45531386,150.0,0.293502845,0.292786326,,1.334103841,1.793,True,,500.0
10112,33.34566111,114.8050297,0.421481657,0.249288821,,1.915825713,1.795,True,,382.6834324
10116,29.28318114,39.15785767,0.363033675,0.226471029,,1.650153067,1.799,True,,130.5261922
10172,29.80670082,114.8050297,0.417924094,0.228442359,,1.899654975,1.855,True,,382.6834324
10176,34.73288591,182.6284287,0.553149941,0.248151401,,2.514317913,1.859,True,,608.761429
10179,33.67409489,225.5519422,0.525516875,0.275644112,,2.388713067,1.862,True,,751.8398075
10181,32.99783849,249.4408837,0.21626206,0.343440319,,0.983009365,1.864,False,,831.4696123
10182,32.30097592,259.8076211,0.338912892,0.323664001,,1.540513144,1.865,False,,866.0254038
10183,34.36014257,269.0618225,0.515004722,0.262178276,,2.340930557,1.866,True,,896.8727415
10185,31.5958839,284.0790388,0.269895713,0.335015072,,1.226798695,1.868,False,,946.9301295
10186,30.9440576,289.7777479,0.490703254,0.284783696,,2.230469337,1.869,True,,965.9258263
10188,31.0521204,297.4334584,0.261305584,0.367374561,,1.187752653,1.871,False,,991.4448614
10189,34.12918253,299.357677,0.511253698,0.314400555,,2.323880444,1.872,False,,997.8589232
10190,33.38843863,300.0,0.232015537,0.331396671,,1.054616078,1.873,False,,1000.0
10191,33.06281253,299.357677,0.516377697,0.277141666,,2.347171349,1.874,True,,997.8589232
10193,32.43745299,294.2355841,0.440303641,0.314983017,,2.001380186,1.876,False,,980.7852804
10194,33.68042224,289.7777479,0.228689522,0.330255073,,1.039497825,1.877,False,,965.9258263
10195,29.53168024,284.0790388,0.418255458,0.296710968,,1.901161172,1.878,True,,946.9301295
10197,33.26417042,269.0618225,0.341041788,0.348006942,,1.550189946,1.88,False,,896.8727415
10198,30.24911751,259.8076211,0.292989073,0.339711579,,1.331768512,1.881,False,,866.0254038
10199,29.17355804,249.4408837,0.378240035,0.307511791,,1.719272888,1.882,False,,831.4696123
10200,33.6337049,238.0060021,0.433087061,0.258741526,,1.968577551,1.883,True,,793.3533403
10202,32.89691547,212.1320344,0.403267494,0.267345647,,1.833034066,1.885,True,,707.1067812
10204,32.17260185,182.6284287,0.434416548,0.253849553,,1.974620674,1.887,True,,608.761429
10207,31.18713435,132.6866071,0.432589955,0.258041484,,1.966317978,1.89,True,,442.2886902
10210,31.73798109,77.64571353,0.402141822,0.229726674,,1.827917371,1.893,True,,258.8190451
10267,31.32628512,96.43183959,0.26621384,0.265345549,,1.210062909,1.95,True,,321.4394653
10270,33.97153505,150.0,0.373198555,0.271418819,,1.696357067,1.953,True,,500.0
10272,31.58714418,182.6284287,0.446238337,0.24718411,,2.028356076,1.955,True,,608.761429
10275,32.50793673,225.5519422,0.206136831,0.354521832,,0.936985596,1.958,False,,751.8398075
10276,32.51929312,238.0060021,0.260694519,0.348849703,,1.184975086,1.959,False,,793.3533403
10277,34.57650308,249.4408837,0.428397915,0.304110445,,1.947263252,1.96,False,,831.4696123
10278,31.42148873,259.8076211,0.39789694,0.269588115,,1.808622455,1.961,True,,866.0254038
10280,33.93869703,277.1638598,0.319351464,0.32630667,,1.451597564,1.963,False,,923.8795325
10281,30.787038,284.0790388,0.373030988,0.304068683,,1.695595398,1.964,False,,946.9301295
10282,31.0837074,289.7777479,0.290249156,0.303950831,,1.319314344,1.965,False,,965.9258263
10283,29.21499391,294.2355841,0.355521794,0.288629278,,1.616008156,1.966,True,,980.7852804
10285,31.46370291,299.357677,0.520923778,0.307596117,,2.367835356,1.968,False,,997.8589232
10286,30.91929383,300.0,0.270118261,0.315066552,,1.227810276,1.969,False,,1000.0
10287,30.01009757,299.357677,0.259931499,0.324923097,,1.181506814,1.97,False,,997.8589232
